contract,clause_text,label,predicted_label,confidence,filtered_prediction,low_confidence
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,"Upon expiration of this Agreement, with all conditions being equal, Party B has the preferential right to continue Cooperation with Party A in respect of the real estate channel.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9220316410064697,Rofr/Rofo/Rofn,False
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,"Without prior written consent of the other Parties, none of the Parties may assign any or all of its rights and obligations under this Agreement to any third party.",Anti-Assignment,Anti-Assignment,0.988979697227478,Anti-Assignment,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"(A) 375 units in the first Product Year (1999) (B) 750 units in the next succeeding Product Year; (2000) (C) 937 units in the next succeeding Product Year; (2001) (D) 1,171 units in the next succeeding Product Year; (2002) (E) 1,463 units in the next succeeding Product Year; (2003) (F) 1,828 units in the next succeeding Product Year; (2004) (G) 2,285 units in the next succeeding Product Year; (2005) (H) 2,856 unit each in the lat three years of the initial Term of this Agreement and any renewals thereof.",Minimum Commitment,Other,0.3734109401702881,LOW_CONFIDENCE,True
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"7th day of September, 1999.",Agreement Date,Agreement Date,0.536288321018219,LOW_CONFIDENCE,True
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"A minimum of a $250,000.00 purchase order must be received by Company by the first of each month for a total (12) month period.",Minimum Commitment,Minimum Commitment,0.9912449717521667,Minimum Commitment,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Company,Parties,Parties,0.9958815574645996,Parties,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Company further warrants that the Products sold hereunder shall be free from defects in design, materials and workmanship for a period of twenty-four (24) months after delivery to Distributor's end-user.",Warranty Duration,Warranty Duration,0.9930949211120605,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Company hereby appoints Distributor as Company's exclusive distributor within the Market and grants to Distributor the exclusive right to sell and distribute Products within the Market, and Distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this Agreement.",Exclusivity,Exclusivity,0.9801170229911804,Exclusivity,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Company will carry a reasonable amount of product liability insurance through a reasonably acceptable products liability insurance company and will name the Distributor as an additional insured under that policy. Company will make reasonable efforts to procure a policy, which is non-cancelable, except upon thirty (30) days, advance notice to the Distributor.",Insurance,Insurance,0.996694803237915,Insurance,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Company's representatives will make themselves available three days per month in the first Product Year to consult with and train Distributor.,Minimum Commitment,Audit Rights,0.8512478470802307,Audit Rights,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,DISTRIBUTOR AGREEMENT,Document Name,Document Name,0.9973639845848083,Document Name,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Distributor,Parties,Parties,0.995665967464447,Parties,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Distributor further agrees that it will not interfere with or otherwise disrupt the business relations between the Company or nay of its affiliates and any of their current or prospective customers, suppliers or distributors, during the",No-Solicit Of Customers,No-Solicit Of Customers,0.9873282313346863,No-Solicit Of Customers,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Distributor shall exercise its option to become exclusive Distributor of other Products or devices by serving written notification on Company of its election to become exclusive distributor within thirty (30) days upon which Company informed Distributor in writing of Company's intention to introduce other Products or devices.,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.6852357387542725,Rofr/Rofo/Rofn,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"During the Term of this Agreement and for a period of twelve (12) months thereafter, the Distributor (on behalf of itself, each of its affiliates and each of their respective representatives) agrees that it will not directly or indirectly solicit or hire any executive, managerial or technical employee of the Company or any of its affiliates.",No-Solicit Of Employees,No-Solicit Of Employees,0.9934723377227783,No-Solicit Of Employees,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"During the Term of this Agreement and for three years thereafter, the Distributor (on behalf of itself and each of its affiliates) agrees not to commence, or provide any information to or otherwise assist any person or entity in connection with, any suit, action or proceeding contesting the ownership, validity or enforceability of any patent, copyright, trademark, trade name or other propriety right owned by or licensed to the Company, whether currently existing or hereinafter invented, developed or acquired unless required to by court order.",Covenant Not To Sue,Covenant Not To Sue,0.9933585524559021,Covenant Not To Sue,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Electric City Corp.,Parties,Parties,0.9966139197349548,Parties,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Electric City of Illinois L.L.C.,Parties,Parties,0.9968363046646118,Parties,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Electric City of Illinois LLC,Parties,Parties,0.9968973398208618,Parties,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Following expiration or termination of this Agreement, the Distributor may continue to sell any Products in the Market which are in its inventory",Post-Termination Services,Post-Termination Services,0.992249608039856,Post-Termination Services,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If Company does not give Annual Notice pursuant to Section 3.1 hereof, Distributor may, within 90 days of modification, improvement or alteration, return the Products to the Company.",Warranty Duration,Warranty Duration,0.9892528653144836,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If Company terminates the Agreement without cause and for reasons other than Distributor's failure to meet its minimum expectations; it shall repurchase from Distributor any unopened Product, and shall bear all shipping, handling and related costs notwithstanding any other remedies to which Distributor may be entitled.",Post-Termination Services,Post-Termination Services,0.9874386191368103,Post-Termination Services,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If Distributor complies with all of the terms of this Agreement, the Agreement shall be renewable on an annual basis for one (1) year terms for up to another ten (10) years on the same terms and conditions as set forth herein.",Renewal Term,Renewal Term,0.9808112382888794,Renewal Term,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If Distributor does not exercise its option as herein provided, Company may distribute the other Products or devices within the Market itself or through other distributors.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.988021731376648,Rofr/Rofo/Rofn,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If the Distributor shall fail to purchase the minimum number of units in any year, the Distributor's exclusive rights to sell and distribute the Product in the Market, may at Company's sole option, be reevaluated.",Minimum Commitment,Competitive Restriction Exception,0.611700177192688,Competitive Restriction Exception,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",Warranty Duration,Warranty Duration,0.9916338920593262,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"In order to maintain the exclusive rights to sell, lease, distribute and service Products in the Market, the Distributor must use all commercially reasonably efforts to purchase for sale to subdistributors the following minimum quantities of the Products from the Company: On the commencement of the Term Distributor will issue to the Company an irrevocable letter of credit (""LC"") in the amount of Five Hundred Thousand Dollars ($500,000), the form of which is attached hereto as Exhibit A and incorporated herein by reference.",Minimum Commitment,Exclusivity,0.8802348375320435,Exclusivity,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"In the event either party (a) becomes adjudicated insolvent, (b) discontinues its business, (c) has voluntary of involuntary bankruptcy proceedings instituted against it, or (d) makes an assignment for the benefit of creditors, the other party shall be entitled to terminate this Agreement effective immediately upon written notice.",Anti-Assignment,Change Of Control,0.9424200654029846,Change Of Control,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"In the event of any damages or other defect in a Product which is discovered by Distributor within 365 days of satisfactory installation of a Product at Distributor's or a subdistributor's customer, the Distributor shall promptly report the same to the Company and reasonably demonstrate the defect to the Company.",Warranty Duration,Warranty Duration,0.9903548955917358,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",Warranty Duration,Warranty Duration,0.9825558662414551,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"No assignment of this Agreement or any right accruing hereunder shall be made by the Distributor in whole or in part, without the prior written consent of the Company, which consent shall not be unreasonably withheld.",Anti-Assignment,Anti-Assignment,0.9894089698791504,Anti-Assignment,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Should Company introduce other products or devices as contemplated by recital paragraph ""A"", Distributor shall have the option of becoming Company's exclusive distributor of such other Products or devices within the Market.",Rofr/Rofo/Rofn,Exclusivity,0.9407237768173218,Exclusivity,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Term of the Agreement and for a period of eighteen (18) months thereafter, nor will Distributor solicit any customer or potential customer of Company to purchase a competitive product during that period.",No-Solicit Of Customers,No-Solicit Of Customers,0.9861038327217102,No-Solicit Of Customers,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The Company also reserves the right to increase or decrease the price per unit based on Company wide changes in unit prices to all distributors of the Company, provided however, that any price changes, other than those based on the CPI, shall be uniformly applied to all distributors of the Products and shall reasonably applied to all distributors of the Products and shall reasonably reflect Company's costs of manufacturing the Products and/or market demand for the Products, provided further than any increase in price based upon market demand shall not be so great as to deprive Distributor of its normal and customary profit margin.",Price Restrictions,Price Restrictions,0.990817666053772,Price Restrictions,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The Company appoints the Distributor as an exclusive distributor of Products in the Market, subject to the terms and conditions of this Agreement.",Exclusivity,Exclusivity,0.9808090925216675,Exclusivity,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The Company hereby grants the Distributor the right to do business and use the name ""Electric City of Illinois"" or a similar variation thereof (collectively the ""Names"") for use under this Agreement.",License Grant,License Grant,0.9718573093414307,License Grant,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The Company represents that, to the best of its knowledge, Products are in compliance with all laws, and that the Products will not be hazardous or dangerous when used for their intended purpose. Products do not cause harmful emissions or other environmental hazards and Products do not violate or infringe any patents, copyrights, trademarks or other rights of nay third party(ies).",Warranty Duration,Other,0.9654918313026428,Other,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,The Company reserves the right to reject any Products that are not factory sealed and in new and unused condition.,Warranty Duration,Warranty Duration,0.9800409078598022,Warranty Duration,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The Company shall not have any obligation with respect to Products after 365 days following delivery to Distributor, except as provided herein.",Warranty Duration,Cap On Liability,0.49336057901382446,LOW_CONFIDENCE,True
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,The Distributor shall not order or purchase Products from any source other than the Company.,Exclusivity,Exclusivity,0.9533435106277466,Exclusivity,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,The prices set forth in Section 2.4(a) shall be subject to adjustment annually on the first day of each Product Year beginning in the calendar year 2000 and on the first day of each succeeding Product Year for the remainder of the Term and all renewals of this Agreement in proportion to the increase or decrease in the Consumer Price Index (CPI) as compared to the CPI as it existed on the first day of the Term of this Agreement.,Price Restrictions,Price Restrictions,0.9889841675758362,Price Restrictions,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"The term of this Agreement shall be ten (10) years (the ""Term"") which shall commence on the date upon which the Company delivers to Distributor the last Sample, as defined hereinafter.",Effective Date,Expiration Date,0.9626663327217102,Expiration Date,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,This Agreement is to be construed according to the laws of the State of Illinois.,Governing Law,Governing Law,0.9975034594535828,Governing Law,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Unless earlier terminated otherwise provided therein, this Agreement, subject to the commencement date established in Section 1.3, shall be effective immediately.",Effective Date,Effective Date,0.5777271389961243,LOW_CONFIDENCE,True
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Upon the expiration or termination of this Agreement, pursuant to Section 4.1 or 4.2 hereof, the Company may, at its option to be exercised within 30 days of the date of the termination of this Agreement, and in its sole discretion, repurchase any Products in the possession of the Distributor at the net invoice price paid by the Distributor to the Company less any applicable special allowances, discounts, shipping or allowances for cooperative advertising.",Post-Termination Services,Post-Termination Services,0.991605281829834,Post-Termination Services,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,and which the Company has not repurchased.,Post-Termination Services,Rofr/Rofo/Rofn,0.6282423138618469,Rofr/Rofo/Rofn,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"""Contract Period"" shall mean that period of time commencing on January 1, 2000 and concluding December 31, 2003, unless terminated sooner as provided herein.",Effective Date,Expiration Date,0.8959290385246277,Expiration Date,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"1st day of January, 2000",Agreement Date,Agreement Date,0.4951481521129608,LOW_CONFIDENCE,True
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,A certificate of insurance evidencing such coverage shall be furnished to Duval within thirty (30) days of the full execution of this Agreement.,Insurance,Insurance,0.9965182542800903,Insurance,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Any unearned Additional License Fee is fully &bbsp; refundable and due Company no later then January 31st of the following year.,Liquidated Damages,Revenue/Profit Sharing,0.9393342733383179,Revenue/Profit Sharing,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Company,Parties,Parties,0.9958815574645996,Parties,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"Company agrees to provide and maintain, at its own expense, general commercial and product liability insurance with limits no less than Three Million Dollars ($3,000,000) and naming Licensor and Duval as additional named insureds.",Insurance,Insurance,0.9967818260192871,Insurance,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"Company shall provide and maintain, at its own expense, commercial general liability insurance and advertising injury coverage, with limits of not less than One Million Dollars ($1,000,000.00), and shall cause such policy to be endorsed to state that Duval is an additional named insured thereunder.",Insurance,Insurance,0.996701180934906,Insurance,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"DAVID DUVAL ENTERPRISES, INC.",Parties,Parties,0.9968544840812683,Parties,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,ENDORSEMENT AGREEMENT,Document Name,Document Name,0.9973016977310181,Document Name,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In consideration of the remuneration to be paid to Licensor pursuant hereto, Licensor grants to Company the right and license during the Contract Period to use the Duval Identification solely in connection with the advertisement and promotion of Company's Products within the Contract Territory as set forth herein.",License Grant,License Grant,0.9849429130554199,License Grant,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In no event will Licensor be liable for any indirect, incidental, reliance, special or consequential damages arising out of the performance or non-performance of this Agreement, whether or not Licensor had been advised of the possibility of such damages.",Cap On Liability,Cap On Liability,0.9902802109718323,Cap On Liability,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In the event Duval does not meet the Minimum Annual Performance Requirements for a Contract Year, $375,000 of the Additional License Fee will be deemed to be unearned.",Liquidated Damages,Minimum Commitment,0.9906901121139526,Minimum Commitment,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In the event of the merger or consolidation of Company with any other entity, Licensor shall have the right to terminate the Contract Period by so notifying Company in writing within sixty (60) days following Licensor's receipt of notice of such merger or consolidation.",Change Of Control,Change Of Control,0.9870473146438599,Change Of Control,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In the event that, prior to commencement of the Contract Period, Company has filed one or more applications for registration of any such trademark, or otherwise has obtained any rights to such trademark, Company agrees to cause such applications and/or trademarks to be assigned and transferred to Licensor forthwith.",Ip Ownership Assignment,Ip Ownership Assignment,0.9898109436035156,Ip Ownership Assignment,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"In the event the Company terminates the Agreement in accordance with Section 16, any unearned Additional License Fee will be fully refundable and due the Company as set forth in Section 16.",Liquidated Damages,Liquidated Damages,0.5754948258399963,LOW_CONFIDENCE,True
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"It is understood that Company may not use the Duval Identification in connection with any items for sale or resale, other than Company Products as specified herein.",License Grant,License Grant,0.9549927115440369,License Grant,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,It is understood that Duval is not a party hereto and has no liability hereunder but is an intended specific third party creditor beneficiary hereof.,Third Party Beneficiary,Third Party Beneficiary,0.9926615953445435,Third Party Beneficiary,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Licensor,Parties,Parties,0.9953600764274597,Parties,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Licensor agrees not to grant the right to use the Duval Identification to anyone other than Company in connection with the advertisement and promotion of Products.,Exclusivity,Exclusivity,0.9755793809890747,Exclusivity,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Licensor agrees that Duval must achieve and maintain Exempt Status on the PGA Tour throughout each Contract Year and must participate as a player in a minimum of fifteen (15) official PGA Tour events each Contract Year (Minimum Annual Performance Requirements).,Minimum Commitment,Minimum Commitment,0.9893798232078552,Minimum Commitment,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"MOSSIMO, INC.",Parties,Parties,0.9968723654747009,Parties,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"Notwithstanding anything to the contrary herein, in the event Company incurs any expenses, damages or other liabilities (including, without limitation, reasonable attorneys' fees) in connection with the performance or non-performance of any term or provision hereof, Licensor's liability to Company shall not exceed the remuneration, excluding reimbursement of expenses, actually paid to Licensor by Company.",Cap On Liability,Cap On Liability,0.9900521636009216,Cap On Liability,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Such insurance policy shall provide that the insurer shall not terminate or materially modify such policy or remove Duval as an additional named insured without prior written notice to Duval at least twenty (20) days in advance thereof.,Insurance,Insurance,0.9965686798095703,Insurance,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"The rights granted Company hereunder are personal to it, shall be used only by it or its affiliate and shall not without the prior written consent of Licensor be transferred or assigned to any other party.",Anti-Assignment,Anti-Assignment,0.9819213151931763,Anti-Assignment,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"This agreement shall be governed by, and its provisions enforced in accordance with, the laws of the State of Ohio, without regard to its principals of conflicts of laws.",Governing Law,Governing Law,0.9974967837333679,Governing Law,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"Within thirty (30) days from the date hereof, Company will submit to Licensor evidence of such policy, requiring that the insurer shall not terminate or materially modify such without written notice to Licensor at least twenty (20) days in advance thereof.",Insurance,Insurance,0.996566116809845,Insurance,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,Company,Parties,Parties,0.9958815574645996,Parties,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,ENDORSEMENT AGREEMENT,Document Name,Document Name,0.9973016977310181,Document Name,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"Except to the extent preempted by Employee Retirement Income Security Act of 1974, as amended (""ERISA""), all rights hereunder shall be governed by and construed in accordance with the laws of the State of New York without regard to its rules governing conflicts of laws, or the rules of any other jurisdiction which would cause the laws of any jurisdiction other than the State of New York to apply.",Governing Law,Governing Law,0.997300922870636,Governing Law,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"IN WITNESS WHEREOF, the parties hereto have executed this Agreement as of this 4th day of April, 2003.",Agreement Date,Other,0.9166686534881592,Other,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"In the event this Agreement is terminated in accordance with this Section 11, the Company shall transfer the Policy to the Trust as soon as is administratively practicable.",Post-Termination Services,Post-Termination Services,0.9016205072402954,Post-Termination Services,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"Movado Group, Inc.",Parties,Parties,0.9968252182006836,Parties,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"Notwithstanding any provisions of this Agreement to the contrary, this Agreement shall terminate upon the Trust's payment to the Company of the sum of the aggregate amount of the premiums paid under the Policy since inception (which amount includes the outstanding principal balance of the Demand Note).",Expiration Date,Expiration Date,0.9299197793006897,Expiration Date,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,Trust,Parties,Parties,0.9957700371742249,Parties,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,Trustees of the Grinberg Family Trust,Parties,Parties,0.9948935508728027,Parties,False
MSCIINC_02_28_2008-EX-10.10-,"(""MS"")",Parties,Parties,0.9953320622444153,Parties,False
MSCIINC_02_28_2008-EX-10.10-,"(""MSCI"")",Parties,Parties,0.9965541362762451,Parties,False
MSCIINC_02_28_2008-EX-10.10-,"(MS and MSCI individually referred to as a ""Party"" and collectively as the ""Parties"").",Parties,Parties,0.9960143566131592,Parties,False
MSCIINC_02_28_2008-EX-10.10-,Intellectual Property Agreement,Document Name,Document Name,0.9972755312919617,Document Name,False
MSCIINC_02_28_2008-EX-10.10-,"MS agrees that neither MSCI nor its subsidiaries (collectively, the ""MSCI Provider Group"") and the respective directors, officers, agents, and employees of the MSCI Provider Group shall have any liability, whether direct or indirect, in contract or tort or",Cap On Liability,Cap On Liability,0.9879459738731384,Cap On Liability,False
MSCIINC_02_28_2008-EX-10.10-,"MS hereby grants (subject to any existing third party contractual obligations) to MSCI a non-exclusive, perpetual, irrevocable, world- wide, royalty-free license for MSCI to use, modify, copy, create derivative works of and sublicense, for any business purpose, the MS Licensed Materials.",Irrevocable Or Perpetual License,Irrevocable Or Perpetual License,0.9575827717781067,Irrevocable Or Perpetual License,False
MSCIINC_02_28_2008-EX-10.10-,MSCI Inc,Parties,Parties,0.996841549873352,Parties,False
MSCIINC_02_28_2008-EX-10.10-,"MSCI agrees that neither MS nor its affiliates or subsidiaries (other than MSCI) (collectively, the ""MS Provider Group"") and the respective directors, officers, agents, and employees of the MS Provider Group shall have any liability, whether direct or indirect, in contract or tort or otherwise, to MSCI for or in connection with this Agreement or the transactions contemplated hereby or any actions or inactions by or on behalf of the MS Provider Group in connection with this Agreement and such transactions.",Cap On Liability,Cap On Liability,0.987498939037323,Cap On Liability,False
MSCIINC_02_28_2008-EX-10.10-,"MSCI hereby grants (subject to any existing third party contractual obligations) to MS a non-exclusive, perpetual, irrevocable, world- wide, royalty-free license for MS to use, modify, copy, create derivative works of and sublicense, for any business purpose, the MSCI Licensed Materials.",Irrevocable Or Perpetual License,Irrevocable Or Perpetual License,0.9579243659973145,Irrevocable Or Perpetual License,False
MSCIINC_02_28_2008-EX-10.10-,Morgan Stanley & Co. Incorporated,Parties,Parties,0.9968600273132324,Parties,False
MSCIINC_02_28_2008-EX-10.10-,"Notwithstanding the provisions of Section 5(a) and (b), none of the members of the MS Provider Group and the MSCI Provider Group shall be liable for any special, indirect, incidental, consequential or punitive damages of any kind whatsoever in any way due to, resulting from or arising in connection with the performance of or failure to perform MS's or MSCI's obligations under this Agreement.",Cap On Liability,Uncapped Liability,0.8319849967956543,Uncapped Liability,False
MSCIINC_02_28_2008-EX-10.10-,"November 20, 2007",Effective Date,Agreement Date,0.5436758399009705,LOW_CONFIDENCE,True
MSCIINC_02_28_2008-EX-10.10-,This Agreement shall be construed in accordance with and governed by the substantive internal laws of the State of New York.,Governing Law,Governing Law,0.997470498085022,Governing Law,False
MSCIINC_02_28_2008-EX-10.10-,"This disclaimer applies without limitation (i) to claims for lost profits, (ii) regardless of the form of action, whether in contract, tort (including negligence), strict liability, or otherwise, and (iii) regardless of whether such damages are foreseeable or whether any member of the MS Provider Group or the MSCI Provider Group has been advised of the possibility of such damages.",Cap On Liability,Cap On Liability,0.7624617218971252,Cap On Liability,False
MSCIINC_02_28_2008-EX-10.10-,"otherwise, to MS for or in connection with this Agreement or the transactions contemplated hereby or any actions or inactions by or on behalf of the MSCI Provider Group in connection with this Agreement and such transactions.",Cap On Liability,Other,0.31108200550079346,LOW_CONFIDENCE,True
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"(ii) DISTRIBUTOR, or any principal owner of DISTRIBUTOR, is convicted of a crime which, in PPG SHANGHAI's reasonable judgment, may adversely affect the goodwill or interest of DISTRIBUTOR or of PPG SHANGHAI;",Non-Disparagement,Non-Disparagement,0.8627746105194092,Non-Disparagement,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"(iii) DISTRIBUTOR becomes insolvent, assigns or attempts to assign its business assets for the benefit of creditors, institutes or has instituted against it proceedings in bankruptcy, or dissolves or liquidates the business of DISTRIBUTOR",Anti-Assignment,Other,0.6002275347709656,Other,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,.,Anti-Assignment,Agreement Date,0.5962545275688171,LOW_CONFIDENCE,True
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,1st day of December,Effective Date,Effective Date,0.49915438890457153,LOW_CONFIDENCE,True
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,DISTRIBUTOR,Parties,Parties,0.9962130784988403,Parties,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,DISTRIBUTOR AGREEMENT,Document Name,Document Name,0.9973639845848083,Document Name,False
