contract,clause_text,label,predicted_label,confidence
"Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT","In addition, the obligations of the Remarketing Agent hereunder may be terminated by it by notice given to the Company prior to 5:00 p.m. (New York City time) on the date immediately preceding the Commencement Date if, prior to that time, any of the events described in Sections 6(i), (j) or (k) shall have occurred.",Expiration Date,Termination For Convenience,0.7737621665000916
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"Accordingly, neither you nor any immediate or remote successor to any part of your interest in this Agreement, nor any individual, partnership, corporation, or other legal entity which directly or indirectly owns any interest in you shall not sell, encumber, assign, transfer, convey, pledge, merge, or give away any direct or indirect interest in this Agreement, in you, or in all or substantially all of the assets of the Franchised Business. Any change in the control of you shall be deemed a transfer for purposes of this Agreement.",Anti-Assignment,Change Of Control,0.9791051745414734
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"If you do not meet the Minimum Development Quota, we may cancel your exclusive right to market and sell Unit Franchises in your Master Territory and may sell additional Master Franchises within your Master Territory, or we may begin operations of our own in your Master Territory, or we may terminate this Agreement.",Minimum Commitment,Competitive Restriction Exception,0.7673435807228088
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"In consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this Agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this Agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation:",No-Solicit Of Employees,No-Solicit Of Customers,0.8224591612815857
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"In order to keep your exclusivity, you agree to purchase a minimum of the following: $170,000.00 of soup from us in 2015 $1,600,00.00 of soup from us in 2016 $3,200,000.00 of soup from us in 2017 $5,000,000.00 of soup from us in 2018 and shall increase 10% each year thereafter.",Exclusivity,Competitive Restriction Exception,0.7004005908966064
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"In the case of transfer by devise or inheritance, however, if the heirs or beneficiaries of any such person are unable to meet the conditions of this Section 12, the executor, administrator, or personal representative of the decedent shall transfer the decedent's interest to another party approved by us within twelve (12) months, which disposition shall be subject to all the terms and conditions for transfers contained in this Agreement.",Anti-Assignment,Change Of Control,0.7203201651573181
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,The rights granted to you hereunder do not include the right to sub-franchise others to sell franchises.,Anti-Assignment,Non-Transferable License,0.9457826614379883
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"Upon the death or permanent disability (mental or physical) of any person with an interest in this Agreement, in you, or in all or substantially all of the assets of the Franchised Business, the executor, administrator, or personal representative of such person shall transfer such interest to a third party approved by us within twelve (12) months after such death or disability.",Anti-Assignment,Change Of Control,0.7768332958221436
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,We will not grant other franchises nor establish our own Unit Franchises within the Master Territory during the term of this Agreement unless you do not meet the Minimum Development Quota.,Competitive Restriction Exception,Minimum Commitment,0.9836348295211792
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"You acknowledge and agree that the franchise granted to you hereunder is non-exclusive and is only for one (1) Master Territory; that you are not granted any area, market, or protected territorial rights other than as expressly provided in Section 1.1 of this Agreement; and that you shall not have the right to sublicense, sublease, subcontract or enter into any management agreement providing for the right to operate the Franchised Business or to use the System granted pursuant to this Agreement, except in the manner expressly provided for in Section 5.1 of this Agreement.",Anti-Assignment,Non-Transferable License,0.9239034056663513
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"You acknowledge and agree that, in consideration for the right to use the System and our expertise in the field, if you, any of your employees or any Unit Franchisees in the Master Territory develop any new concept, process or improvement in the operation or promotion of the Franchised Business, you will promptly notify us and provide us with all necessary information concerning same, without any compensation to you, your employee or Unit Franchisee.",Ip Ownership Assignment,Rofr/Rofo/Rofn,0.3528735339641571
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"You shall be in default under this Agreement, and we may, at our option, terminate this Agreement and all rights granted under this Agreement, without affording you any opportunity to cure the default, effective immediately upon receipt of notice by you upon the occurrence of any of the following events:",Minimum Commitment,Covenant Not To Sue,0.7525705099105835
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"_____ day of __________________, 2015",Effective Date,Agreement Date,0.5496003031730652
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,us,Parties,Non-Compete,0.10984311252832413
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"""TERRITORY"" means, for the purposes of USING the SOFTWARE, all countries in. AFRICA;",License Grant,Governing Law,0.47476109862327576
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM shall not copy the source code, nor disclose it to any third party except agents retained by TELKOM to assist in maintaining the SOFTWARE, provided that no such agent is in the business of marketing or developing SOFTWARE competitive with the SOFTWARE.",Non-Compete,Source Code Escrow,0.9894939064979553
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,The licence granted hereunder shall become effective upon execution of this AGREEMENT by both parties and shall endure indefinitely unless terminated under clause 6. 2.,Expiration Date,Effective Date,0.483449786901474
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,defaulting party or any person or entity in respect of whom the defaulting party may be vicariously liable.,Cap On Liability,Parties,0.4209922254085541
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,"""Launch Date"" means the first date on which the Service is made publicly available.",Expiration Date,Effective Date,0.9396151900291443
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,"Boxlot shall grant to theglobe registration rights for such options and any shares of common stock issued or issuable upon the exercise of such options (including without limitation, two demand registration rights and unlimited piggyback registration rights) on Form S-1, Form S-3 or such other form as may be applicable pursuant to the Securities Act of 1933 as amended.",Unlimited/All-You-Can-Eat-License,Rofr/Rofo/Rofn,0.711887001991272
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,"March ___, 1999",Effective Date,Agreement Date,0.5712525248527527
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,"NEGLIGENCE) ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, EVEN IF THE PARTIES ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability,Uncapped Liability,0.5471481084823608
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,OTHER PARTY IN AN AMOUNT GREATER THAN THE AMOUNT BOXLOT ACTUALLY PAYS TO THEGLOBE HEREUNDER.,Uncapped Liability,Cap On Liability,0.9793124198913574
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,and promote the Service.,License Grant,Non-Disparagement,0.41320839524269104
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,22nd day of August 2005,Effective Date,Agreement Date,0.5412682294845581
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Except as provided herein, no member of the Online Group or the Group may in any manner (i) modify the Skype Software, Skype Toolbar, Company-Skype Toolbar and/or Company-Skype Branded Application or any Improvement thereof; (ii) distribute, sell, transfer, encumber, sublicense, rent, loan, lend or lease the Skype Software and/or the Skype Toolbar, and/or any component thereof to any third party; or",Non-Transferable License,License Grant,0.32563844323158264
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Except as provided herein, no member of the Skype Group or the Group may in any manner",Non-Transferable License,No-Solicit Of Customers,0.7786708474159241
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Notwithstanding any portion of the foregoing to the contrary, the Non-Competition Period shall terminate prior to the End Date, and for the avoidance of doubt, no party shall be obligated to comply with the restrictions set out in Section 8.1 after the termination of the Non-Competition Period:",Non-Compete,Competitive Restriction Exception,0.9505696296691895
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,"Skype further agrees that in the event that, prior to such time as the Company-Skype Branded Application is updated or upgraded to include the Mobile Technology, Skype or any of its Affiliates makes available to Skype users a new software product which allows access to services available through the Skype Software but on or through mobile communication devices (but in any event excluding Skype Zones), it will license that software product to the Company and Online BVI on the terms and conditions set forth in this Agreement with respect to the Skype Software and the Company-Skype Branded Application customized therefrom, and references to the Skype Software in this Agreement shall be deemed to include such software product.",Affiliate License-Licensor,License Grant,0.9818836450576782
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"6t h day of March, 2006",Effective Date,Agreement Date,0.5424849390983582
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Each Station will provide Network with up to 5.0 mbps, but, at all times, not less than 2.0 mbps, for this purpose, except as required in infrequent and exceptional circumstances resulting from a Station's carriage of the primary television network with which such Station is affiliated with regard to its Primary Feed (e.g., ABC, CBS, NBC and Fox).",Volume Restriction,Minimum Commitment,0.7177718877792358
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Except as expressly provided in Sections 3(a) and 3(b) and this Section 3(d), Network shall not have the right to distribute or otherwise license the Service for reception in a Station's DMA, including distributing the Service directly through an MVPD in a Station's DMA, other than through this license to Affiliate.",Non-Transferable License,Exclusivity,0.5165668725967407
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Except for the Local Advertising and advertising broadcast in Local Programming, Network shall have the exclusive right and authority to sell all of the advertising on the Service and shall share a portion of Network's Advertising Revenue generated from such sales with Affiliate in accordance with the terms of this Agreement.",Revenue/Profit Sharing,Exclusivity,0.9537293910980225
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"If condition (A) or (B) applies, the Acquired Station shall have no obligations hereunder, and Network shall have the right to license the transmission of the Service to another Broadcast Television station in such DMA, including on an exclusive basis.",Exclusivity,Competitive Restriction Exception,0.8127297759056091
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"In the event Affiliate owns more than one Station in any DMA (a ""Duopoly Market""), then Affiliate, at its option, shall have the right to determine which of its Stations in such DMA shall broadcast the Service; it being understood that Affiliate shall have no obligation to broadcast the Service over more than one of its Stations in any particular DMA.",Volume Restriction,Competitive Restriction Exception,0.721859872341156
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Network hereby grants to Affiliate the exclusive right via Broadcast Television, and Affiliate hereby accepts such exclusive right and the obligation during the Term to broadcast the Service via Broadcast Television (i) over the transmission facilities of each Station identified on Exhibit A, which is licensed by the FCC to serve the community for each such Station (the ""Licensed Community""), for receipt by TV Households in the DMA in which the Licensed Community is located, as such DMA is identified on Exhibit A, and (ii) over the transmission facilities of any Acquired Station, except to the extent that, as of the date Affiliate notifies Network in writing of its binding agreement to acquire such Acquired Station, (A) another Broadcast Television station in the same DMA as the Acquired Station has exclusive rights to broadcast the Service, or (B) the Acquired Station is obligated to broadcast other material that precludes it from also carrying the Service.",Affiliate License-Licensee,Exclusivity,0.900468111038208
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"for this purpose, except as required in infrequent and exceptional circumstances resulting from a Station's carriage of the primary television network with which such Station is affiliated with regard to its Primary Feed (e.g., ABC, CBS, NBC and Fox).",Volume Restriction,Other,0.35807058215141296
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,"Affiliate shall not, without the express written consent of Network 1: i. Contact or otherwise deal directly with, VISA, MasterCard or the Member Bank; or ii. Make any representations with respect to Network 1, VISA, MasterCard or the Member Bank; or",Non-Compete,No-Solicit Of Customers,0.9534379243850708
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,Agreement may be terminated prior to the conclusion of the Term by giving written notice of termination:,Non-Compete,Termination For Convenience,0.9095872044563293
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,"Agreement may be terminated prior to the conclusion of the Term by giving written notice of termination: A. By either party as a result of default by the other party under this Agreement and failure to cure said default within thirty (30) days after notice of said default is given. B. By either party in the event of insolvency, receivership, voluntary or involuntary bankruptcy or an assignment for the benefit of creditors of or by the Affiliate other than in the ordinary course of business. However, Affiliate may pledge or otherwise collateralize assets for the purpose of securing commercial loans or lines of credit in the ordinary course of business provided that such pledge is subordinate to an security interest associated with the Merchant accounts and/or losses from such accounts. C. By Affiliate in the event of any changes in the Affiliate's Fee (other than direct pass through increases related to Visa and MasterCard interchange, fees, assessments and dues, processor communication costs, and other direct increases including terminal hardware). D. By Network 1, for cause. For purpose hereof; ""cause"" shall consist of (i) fraud, intentional misrepresentation or negligence by Affiliate or any Contractor located by Affiliate in compiling or providing any information submitted to or relied on by Network 1 to Network 1, whether or not such fraud or misrepresentation is based on a misstatement, omission, a substantive fact, or data; (ii) intentional violations by the Affiliate or any Contractor(s) located by Affiliate of any of the rules or regulations of VISA, MasterCard, the Member Bank or Network 1; and (iii) the providing of vendor services or merchant services by Affiliate or Contractor(s) located by Affiliate which are competitive with Network 1 or without the prior written consent of Network 1, contrary to Section 1.01 [CONTRACTORS] and IV, violation of any clause of Network 1 Affiliate Office Agreement and failure to cure such violation within 30 days of notification",Non-Compete,Termination For Convenience,0.45247891545295715
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,"D. By Network 1, for cause. For purpose hereof; ""cause"" shall consist of",Non-Compete,Change Of Control,0.36571818590164185
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,5/11/2016,Effective Date,Agreement Date,0.5646935105323792
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"COMPANY will pay JHU a fee equal one percent (1%) of the Aggregate Consideration received by the COMPANY, or the total amount received by stockholders of COMPANY, upon the occurrence of a Liquidity Event.",Liquidated Damages,Revenue/Profit Sharing,0.986856997013092
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"Company shall not sublicense to others under this Agreement, nor extend the rights granted hereunder to any affiliated company.",Anti-Assignment,Non-Transferable License,0.5925079584121704
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,Company shall pay to JHU minimum annual royalties as set forth in Exhibit A.,Revenue/Profit Sharing,Minimum Commitment,0.9887583255767822
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"For a Liquidity Event, the fee required under Section 4.1 of this Exhibit A above shall be payable to JHU by COMPANY in the same form as the proceeds paid or payable to either COMPANY or its security holders, whether in cash, securities or other property, and in the same proportion as such form of consideration is paid or payable to COMPANY or its security holders.",Change Of Control,Revenue/Profit Sharing,0.9816223382949829
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"Notwithstanding the foregoing, in the event the form of consideration paid or payable includes securities for which there is not an active public market, in lieu of paying that portion of the fee with such securities COMPANY will make a cash payment to JHU equal to the fair market value of such securities.",Change Of Control,Revenue/Profit Sharing,0.9833704233169556
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"The Company shall make and retain, for a period of three (3) years following the period of each report required by Paragraph 4.4, true and accurate records, files and books of account containing all the data reasonably required for the full computation and verification of sales and other information required in Paragraph 4.4.",Audit Rights,Post-Termination Services,0.6613798141479492
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"The stock purchase agreement shall contain provisions protecting JHU against dilution of its equity interest in the event the post-money valuation of any equity investment is less than two million dollars ($2,000,000), and it will also contain a provision for the piggy-back registration of common shares with any other class of stock in an initial public offering. If COMPANY proposes to sell any equity securities or securities that are convertible into equity securities of COMPANY (collectively, ""Equity Securities"") in any new round of financing, then COMPANY shall offer JHU and/or its Assignee (as defined below) an opportunity to purchase either: (i) up to that portion of the Equity Securities that equals JHU's then current, fully-diluted percentage ownership interest in COMPANY, or (ii) if the percentage offered for sale by COMPANY is less, then up to five percent (5%) of the Equity Securities offered for sale. Such offer to purchase shall be on the same terms and conditions as are offered with respect to such Equity Securities sold in such financing. For purposes of this section 7 of Exhibit A, the term ""Assignee"" means: (a) any entity to which JHU's preemptive rights have been assigned either by JHU or by another entity, or (b) any entity that is controlled by JHU.",Revenue/Profit Sharing,Rofr/Rofo/Rofn,0.9744287729263306
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"uch fee shall be paid after only the first to occur of either a Liquidation Event or an Initial Public Offering. The respective fees, when and if payable, shall be paid upon closing; except that if there are additional contingent amounts (""Trailing Consideration"") payable upon the occurrence of subsequent events, then the Trailing Consideration shall be due and payable to JHU within thirty (30) days after receipt thereof by COMPANY.",Change Of Control,Liquidated Damages,0.4599216878414154
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"Company agrees that Distributor shall not be liable or subject to reevaluation for failure to meet expectations due to any occurrence beyond Distributor's reasonable control, including, but not limited to, Acts of God, fires, floods, wars, sabotage, accidents in shipping, labor disturbances,",Other,Cap On Liability,0.9796992540359497
MSCIINC_02_28_2008-EX-10.10-,"(c) ""MS Licensed Materials"" means collectively, to the extent owned by a member of the MS Provider Group, any hardware settings and configurations, generic software libraries and routines, and generic document templates not separately commercialized by the MS Provider Group (as defined below) and used by MSCI prior to the Trigger Date. For the avoidance of doubt, the MS Licensed Materials does not include (i) any patent, trademark or service mark of the MS Provider Group, or (ii) any infrastructure hardware or software (e.g., monitoring software and systems, customized operating systems (and components such as AFS, DNS, AD, etc.), and middleware). For the avoidance of doubt, the document templates do not include any references to members of the MS Provider Group or its personnel.",Other,License Grant,0.4587181508541107
MSCIINC_02_28_2008-EX-10.10-,This Agreement is not intended to confer upon any person or entity other than the parties hereto any rights or remedies hereunder. 6.6 Amendments and Waiver.,Other,Third Party Beneficiary,0.5469266772270203
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,PACIFICAP ENTERTAINMENT Agreement with THE HENRY FILM AND ENTERTAINMENT CORPORATION CONFIDENTIAL Page 6 of 6,Other,Document Name,0.9694650769233704
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.","(a) RemainCo agrees and acknowledges that (i) as of Distribution Date, as between the RemainCo Group and the SpinCo Group, all right, title and interest in and to the Trademarks set forth on Schedule 3.1 (the ""SpinCo Trademarks""), including the SpinCo House Marks, shall be the sole and exclusive property of the SpinCo Group and (ii) except as otherwise provided in Section 3.2, the RemainCo Group shall cease and discontinue all use of the SpinCo Marks, including the SpinCo House Marks, as of the Distribution Date. In addition, RemainCo agrees to use its best efforts to change its name to eliminate Babcock & Wilcox therefrom, and, if applicable, to cause the members of the RemainCo Group to change their names to eliminate ""Babcock,"" ""Wilcox,"" ""Babcock and Wilcox,"" ""Babcock & Wilcox"" or ""B&W"" therefrom and to cease and discontinue the use of the term ""Babcock & Wilcox"" or ""B&W"" and any of the 8",Other,Ip Ownership Assignment,0.5102798342704773
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",Parties. The seat of the arbitration shall be Hong Kong. The arbitration shall be conducted in the English language.,Other,Governing Law,0.9775991439819336
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.","From and after the termination of the Term all of the rights of the Company to the use of the Endorsement shall cease absolutely and the Company shall not thereafter use or refer to the Endorsement in advertising or promotion in any manner whatsoever. The Company shall not advertise, promote, distribute or sell any item whatsoever in connection with the use of any name, figure, design, logo, trademark or trade name confusingly similar to or suggestive of the Endorsement following the termination of the Term.",Other,Post-Termination Services,0.986634373664856
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,"Nothing in these amendments will reduce Bioamber's obligations to replace MCC-17 and Bioamber's current E. coli strain with CB1 in all the existing and future succinic acid production facilities of Bioamber and Bioamber licensees, according to the provisions of Section 5.9 of the Commercial License. * Confidential treatment requested",Other,Competitive Restriction Exception,0.5913370251655579
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement","If the Parties chose to develop an Immunotherapy CDx Assay, they the Parties shall agree to Roche paying certain costs and milestones for such Immunotherapy CDx assay.",Other,Rofr/Rofo/Rofn,0.6783397197723389
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT","owner regarding that symbol or trademark; and (ii) take all reasonable steps to protect it, including, when appropriate, using the symbols ""®"" or ""™"". The rights granted under this Section 6 cease upon the expiration or termination of this Agreement.",Other,Ip Ownership Assignment,0.8459081649780273
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,One-half of the Annual Fee will be due on or before January 1 and July 1 of each Contract Year.,Other,Minimum Commitment,0.4716167151927948
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Payment (% of the Individual Study Budget) to be provided in connection with such Study Order* Enrollment of [* * *]% of the target patient enrollment as set forth in the applicable Protocol [* * *]%,Other,Minimum Commitment,0.9802762269973755
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Enrollment of [* * *]% of the target patient enrollment as set forth in the applicable Protocol [* * *]%,Other,Minimum Commitment,0.9875259399414062
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,"Upon termination of this Agreement as provided in this Section 10 (each a ""Termination Date"") or upon the expiration of the Term, Bizzingo shall cease using the Property in any way, and Theismann shall not be entitled to the Royalty, in each case from and after the Termination Date. 11. RELATIONSHIP OF THE PARTIES. Theismann's performance of services for Bizzingo hereunder is in his or her capacity as an independent contractor. Accordingly, nothing contained in this Agreement shall be construed as establishing an employer/employee, a partnership, or a joint venture relationship between Theismann and Bizzingo.",Other,Post-Termination Services,0.9756134152412415
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,"XIMAGE MAKES NO WARRANTY OF ANY KIND, WHETHER EXPRESS OR IMPLIED (INCLUDING WARRANTIES OR MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE) WITH RESPECT TO THE SERVICES, SOFTWARE OR DOCUMENTS PROVIDED (OR TO BE PROVIDED) HEREUNDER.",Other,Warranty Duration,0.8634294271469116
